Date,Time,Rain (mm),Rate (mm/hr),Rain (in) 
1/27/2016,7:00 PM,0,0,0
1/27/2016,7:15 PM,0,0,0
1/27/2016,7:30 PM,0,0,0
1/27/2016,7:45 PM,0,0,0
1/27/2016,8:00 PM,0,0,0
1/27/2016,8:15 PM,0,0,0
1/27/2016,8:30 PM,0,0,0
1/27/2016,8:45 PM,0,0,0
1/27/2016,9:00 PM,0,0,0
1/27/2016,9:15 PM,0,0,0
1/27/2016,9:30 PM,0,0,0
1/27/2016,9:45 PM,0,0,0
1/27/2016,10:00 PM,0,0,0
1/27/2016,10:15 PM,0,0,0
1/27/2016,10:30 PM,0,0,0
1/27/2016,10:45 PM,0,0,0
1/27/2016,11:00 PM,0,0,0
1/27/2016,11:15 PM,0,0,0
1/27/2016,11:30 PM,0,0,0
1/27/2016,11:45 PM,0,0,0
1/28/2016,12:00 AM,0,0,0
1/28/2016,12:15 AM,0.2,0,0.00787402
1/28/2016,12:30 AM,0,0,0
1/28/2016,12:45 AM,0,0,0
1/28/2016,1:00 AM,0,0,0
1/28/2016,1:15 AM,0,0,0
1/28/2016,1:30 AM,0,0,0
1/28/2016,1:45 AM,0,0,0
1/28/2016,2:00 AM,0,0,0
1/28/2016,2:15 AM,0,0,0
1/28/2016,2:30 AM,0,0,0
1/28/2016,2:45 AM,0,0,0
1/28/2016,3:00 AM,0,0,0
1/28/2016,3:15 AM,0,0,0
1/28/2016,3:30 AM,0,0,0
1/28/2016,3:45 AM,0,0,0
1/28/2016,4:00 AM,0,0,0
1/28/2016,4:15 AM,0,0,0
1/28/2016,4:30 AM,0,0,0
1/28/2016,4:45 AM,0,0,0
1/28/2016,5:00 AM,0,0,0
1/28/2016,5:15 AM,0,0,0
1/28/2016,5:30 AM,0,0,0
1/28/2016,5:45 AM,0,0,0
1/28/2016,6:00 AM,0,0,0
1/28/2016,6:15 AM,0,0,0
1/28/2016,6:30 AM,0,0,0
1/28/2016,6:45 AM,0,0,0
1/28/2016,7:00 AM,0,0,0
1/28/2016,7:15 AM,0,0,0
1/28/2016,7:30 AM,0,0,0
1/28/2016,7:45 AM,0,0,0
1/28/2016,8:00 AM,0,0,0
1/28/2016,8:15 AM,0,0,0
1/28/2016,8:30 AM,0,0,0
1/28/2016,8:45 AM,0,0,0
1/28/2016,9:00 AM,0,0,0
1/28/2016,9:15 AM,0,0,0
1/28/2016,9:30 AM,0,0,0
1/28/2016,9:45 AM,0,0,0
1/28/2016,10:00 AM,0,0,0
1/28/2016,10:15 AM,0,0,0
1/28/2016,10:30 AM,0,0,0
1/28/2016,10:45 AM,0,0,0
1/28/2016,11:00 AM,0,0,0
1/28/2016,11:15 AM,0,0,0
1/28/2016,11:30 AM,0,0,0
1/28/2016,11:45 AM,0,0,0
1/28/2016,12:00 PM,0,0,0
1/28/2016,12:15 PM,0,0,0
1/28/2016,12:30 PM,0,0,0
1/28/2016,12:45 PM,0,0,0
1/28/2016,1:00 PM,0,0,0
1/28/2016,1:15 PM,0,0,0
1/28/2016,1:30 PM,0,0,0
1/28/2016,1:45 PM,0,0,0
1/28/2016,2:00 PM,0,0,0
1/28/2016,2:15 PM,0,0,0
1/28/2016,2:30 PM,0,0,0
1/28/2016,2:45 PM,0,0,0
1/28/2016,3:00 PM,0,0,0
1/28/2016,3:15 PM,0,0,0
1/28/2016,3:30 PM,0,0,0
1/28/2016,3:45 PM,0,0,0
1/28/2016,4:00 PM,0,0,0
1/28/2016,4:15 PM,0,0,0
1/28/2016,4:30 PM,0,0,0
1/28/2016,4:45 PM,0,0,0
1/28/2016,5:00 PM,0,0,0
1/28/2016,5:15 PM,0,0,0
1/28/2016,5:30 PM,0,0,0
1/28/2016,5:45 PM,0,0,0
1/28/2016,6:00 PM,0,0,0
1/28/2016,6:15 PM,0,0,0
1/28/2016,6:30 PM,0,0,0
1/28/2016,6:45 PM,0,0,0
1/28/2016,7:00 PM,0,0,0
1/28/2016,7:15 PM,0,0,0
1/28/2016,7:30 PM,0,0,0
1/28/2016,7:45 PM,0,0,0
1/28/2016,8:00 PM,0,0,0
1/28/2016,8:15 PM,0,0,0
1/28/2016,8:30 PM,0,0,0
1/28/2016,8:45 PM,0,0,0
1/28/2016,9:00 PM,0,0,0
1/28/2016,9:15 PM,0,0,0
1/28/2016,9:30 PM,0,0,0
1/28/2016,9:45 PM,0,0,0
1/28/2016,10:00 PM,0,0,0
1/28/2016,10:15 PM,0,0,0
1/28/2016,10:30 PM,0,0,0
1/28/2016,10:45 PM,0,0,0
1/28/2016,11:00 PM,0,0,0
1/28/2016,11:15 PM,0,0,0
1/28/2016,11:30 PM,0,0,0
1/28/2016,11:45 PM,0,0,0
1/29/2016,12:00 AM,0,0,0
1/29/2016,12:15 AM,0,0,0
1/29/2016,12:30 AM,0,0,0
1/29/2016,12:45 AM,0,0,0
1/29/2016,1:00 AM,0,0,0
1/29/2016,1:15 AM,0,0,0
1/29/2016,1:30 AM,0,0,0
1/29/2016,1:45 AM,0,0,0
1/29/2016,2:00 AM,0,0,0
1/29/2016,2:15 AM,0,0,0
1/29/2016,2:30 AM,0,0,0
1/29/2016,2:45 AM,0,0,0
1/29/2016,3:00 AM,0,0,0
1/29/2016,3:15 AM,0,0,0
1/29/2016,3:30 AM,0,0,0
1/29/2016,3:45 AM,0,0,0
1/29/2016,4:00 AM,0,0,0
1/29/2016,4:15 AM,0.2,0,0.00787402
1/29/2016,4:30 AM,0,0,0
1/29/2016,4:45 AM,0,0,0
1/29/2016,5:00 AM,0,0,0
1/29/2016,5:15 AM,0,0,0
1/29/2016,5:30 AM,0,0,0
1/29/2016,5:45 AM,0,0,0
1/29/2016,6:00 AM,0,0,0
1/29/2016,6:15 AM,0,0,0
1/29/2016,6:30 AM,0,0,0
1/29/2016,6:45 AM,0,0,0
1/29/2016,7:00 AM,0,0,0
1/29/2016,7:15 AM,0,0,0
1/29/2016,7:30 AM,0,0,0
1/29/2016,7:45 AM,0.4,4.8,0.01574804
1/29/2016,8:00 AM,0.2,4.8,0.00787402
1/29/2016,8:15 AM,0,0,0
1/29/2016,8:30 AM,0,0,0
1/29/2016,8:45 AM,0,0,0
1/29/2016,9:00 AM,0,0,0
1/29/2016,9:15 AM,0,0,0
1/29/2016,9:30 AM,0,0,0
1/29/2016,9:45 AM,0,0,0
1/29/2016,10:00 AM,0,0,0
1/29/2016,10:15 AM,0,0,0
1/29/2016,10:30 AM,0,0,0
1/29/2016,10:45 AM,0,0,0
1/29/2016,11:00 AM,0,0,0
1/29/2016,11:15 AM,0,0,0
1/29/2016,11:30 AM,0,0,0
1/29/2016,11:45 AM,0,0,0
1/29/2016,12:00 PM,0,0,0
1/29/2016,12:15 PM,0,0,0
1/29/2016,12:30 PM,0,0,0
1/29/2016,12:45 PM,0,0,0
1/29/2016,1:00 PM,0,0,0
1/29/2016,1:15 PM,0,0,0
1/29/2016,1:30 PM,0,0,0
1/29/2016,1:45 PM,0,0,0
1/29/2016,2:00 PM,0,0,0
1/29/2016,2:15 PM,0,0,0
1/29/2016,2:30 PM,0,0,0
1/29/2016,2:45 PM,0,0,0
1/29/2016,3:00 PM,0,0,0
1/29/2016,3:15 PM,0,0,0
1/29/2016,3:30 PM,0,0,0
1/29/2016,3:45 PM,0,0,0
1/29/2016,4:00 PM,0,0,0
1/29/2016,4:15 PM,0,0,0
1/29/2016,4:30 PM,0,0,0
1/29/2016,4:45 PM,0,0,0
1/29/2016,5:00 PM,0,0,0
1/29/2016,5:15 PM,0,0,0
1/29/2016,5:30 PM,0,0,0
1/29/2016,5:45 PM,0,0,0
1/29/2016,6:00 PM,0,0,0
1/29/2016,6:15 PM,0,0,0
1/29/2016,6:30 PM,0,0,0
1/29/2016,6:45 PM,0,0,0
1/29/2016,7:00 PM,0,0,0
1/29/2016,7:15 PM,0,0,0
1/29/2016,7:30 PM,0,0,0
1/29/2016,7:45 PM,0,0,0
1/29/2016,8:00 PM,0,0,0
1/29/2016,8:15 PM,0,0,0
1/29/2016,8:30 PM,0.4,18.2,0.01574804
1/29/2016,8:45 PM,0,0,0
1/29/2016,9:00 PM,0,0,0
1/29/2016,9:15 PM,0,0,0
1/29/2016,9:30 PM,0,0,0
1/29/2016,9:45 PM,0,0,0
1/29/2016,10:00 PM,0,0,0
1/29/2016,10:15 PM,0,0,0
1/29/2016,10:30 PM,0,0,0
1/29/2016,10:45 PM,0,0,0
1/29/2016,11:00 PM,0,0,0
1/29/2016,11:15 PM,0,0,0
1/29/2016,11:30 PM,0,0,0
1/29/2016,11:45 PM,0,0,0
1/30/2016,12:00 AM,0,0,0
1/30/2016,12:15 AM,0,0,0
1/30/2016,12:30 AM,0,0,0
1/30/2016,12:45 AM,0,0,0
1/30/2016,1:00 AM,0,0,0
1/30/2016,1:15 AM,0,0,0
1/30/2016,1:30 AM,0,0,0
1/30/2016,1:45 AM,0,0,0
1/30/2016,2:00 AM,0,0,0
1/30/2016,2:15 AM,0,0,0
1/30/2016,2:30 AM,0,0,0
1/30/2016,2:45 AM,0,0,0
1/30/2016,3:00 AM,0,0,0
1/30/2016,3:15 AM,0,0,0
1/30/2016,3:30 AM,0,0,0
1/30/2016,3:45 AM,0,0,0
1/30/2016,4:00 AM,0,0,0
1/30/2016,4:15 AM,0,0,0
1/30/2016,4:30 AM,0.2,0,0.00787402
1/30/2016,4:45 AM,0,0,0
1/30/2016,5:00 AM,0,0,0
1/30/2016,5:15 AM,0,0,0
1/30/2016,5:30 AM,0,0,0
1/30/2016,5:45 AM,0,0,0
1/30/2016,6:00 AM,0,0,0
1/30/2016,6:15 AM,0,0,0
1/30/2016,6:30 AM,0,0,0
1/30/2016,6:45 AM,0,0,0
1/30/2016,7:00 AM,0,0,0
1/30/2016,7:15 AM,0,0,0
1/30/2016,7:30 AM,0,0,0
1/30/2016,7:45 AM,0,0,0
1/30/2016,8:00 AM,0,0,0
1/30/2016,8:15 AM,0,0,0
1/30/2016,8:30 AM,0,0,0
1/30/2016,8:45 AM,0,0,0
1/30/2016,9:00 AM,0,0,0
1/30/2016,9:15 AM,0,0,0
1/30/2016,9:30 AM,0,0,0
1/30/2016,9:45 AM,0,0,0
1/30/2016,10:00 AM,0,0,0
1/30/2016,10:15 AM,0,0,0
1/30/2016,10:30 AM,0,0,0
1/30/2016,10:45 AM,0,0,0
1/30/2016,11:00 AM,0,0,0
1/30/2016,11:15 AM,0,0,0
1/30/2016,11:30 AM,0,0,0
1/30/2016,11:45 AM,0,0,0
1/30/2016,12:00 PM,0,0,0
1/30/2016,12:15 PM,0,0,0
1/30/2016,12:30 PM,0,0,0
1/30/2016,12:45 PM,0,0,0
1/30/2016,1:00 PM,0,0,0
1/30/2016,1:15 PM,0,0,0
1/30/2016,1:30 PM,0,0,0
1/30/2016,1:45 PM,0,0,0
1/30/2016,2:00 PM,0,0,0
1/30/2016,2:15 PM,0,0,0
1/30/2016,2:30 PM,0,0,0
1/30/2016,2:45 PM,0,0,0
1/30/2016,3:00 PM,0,0,0
1/30/2016,3:15 PM,0,0,0
1/30/2016,3:30 PM,0,0,0
1/30/2016,3:45 PM,0,0,0
1/30/2016,4:00 PM,0,0,0
1/30/2016,4:15 PM,0,0,0
1/30/2016,4:30 PM,0,0,0
1/30/2016,4:45 PM,0,0,0
1/30/2016,5:00 PM,0,0,0
1/30/2016,5:15 PM,0,0,0
1/30/2016,5:30 PM,0,0,0
1/30/2016,5:45 PM,0,0,0
1/30/2016,6:00 PM,0,0,0
1/30/2016,6:15 PM,0,0,0
1/30/2016,6:30 PM,0,0,0
1/30/2016,6:45 PM,0,0,0
1/30/2016,7:00 PM,0,0,0
1/30/2016,7:15 PM,0,0,0
1/30/2016,7:30 PM,0,0,0
1/30/2016,7:45 PM,0,0,0
1/30/2016,8:00 PM,0,0,0
1/30/2016,8:15 PM,0,0,0
1/30/2016,8:30 PM,0,0,0
1/30/2016,8:45 PM,0,0,0
1/30/2016,9:00 PM,0,0,0
1/30/2016,9:15 PM,0,0,0
1/30/2016,9:30 PM,0,0,0
1/30/2016,9:45 PM,0,0,0
1/30/2016,10:00 PM,0,0,0
1/30/2016,10:15 PM,0,0,0
1/30/2016,10:30 PM,0,0,0
1/30/2016,10:45 PM,0,0,0
1/30/2016,11:00 PM,0,0,0
1/30/2016,11:15 PM,0,0,0
1/30/2016,11:30 PM,0,0,0
1/30/2016,11:45 PM,0,0,0
1/31/2016,12:00 AM,0,0,0
1/31/2016,12:15 AM,0,0,0
1/31/2016,12:30 AM,0,0,0
1/31/2016,12:45 AM,0,0,0
1/31/2016,1:00 AM,0,0,0
1/31/2016,1:15 AM,0,0,0
1/31/2016,1:30 AM,0,0,0
1/31/2016,1:45 AM,0,0,0
1/31/2016,2:00 AM,0,0,0
1/31/2016,2:15 AM,0,0,0
1/31/2016,2:30 AM,0,0,0
1/31/2016,2:45 AM,0,0,0
1/31/2016,3:00 AM,0,0,0
1/31/2016,3:15 AM,0,0,0
1/31/2016,3:30 AM,0,0,0
1/31/2016,3:45 AM,0,0,0
1/31/2016,4:00 AM,0,0,0
1/31/2016,4:15 AM,0,0,0
1/31/2016,4:30 AM,0,0,0
1/31/2016,4:45 AM,0,0,0
1/31/2016,5:00 AM,0,0,0
1/31/2016,5:15 AM,0,0,0
1/31/2016,5:30 AM,0,0,0
1/31/2016,5:45 AM,0,0,0
1/31/2016,6:00 AM,0,0,0
1/31/2016,6:15 AM,0,0,0
1/31/2016,6:30 AM,0,0,0
1/31/2016,6:45 AM,0,0,0
1/31/2016,7:00 AM,0,0,0
1/31/2016,7:15 AM,0,0,0
1/31/2016,7:30 AM,0,0,0
1/31/2016,7:45 AM,0,0,0
1/31/2016,8:00 AM,0,0,0
1/31/2016,8:15 AM,0,0,0
1/31/2016,8:30 AM,0,0,0
1/31/2016,8:45 AM,0,0,0
1/31/2016,9:00 AM,0,0,0
1/31/2016,9:15 AM,0,0,0
1/31/2016,9:30 AM,0,0,0
1/31/2016,9:45 AM,0,0,0
1/31/2016,10:00 AM,0,0,0
1/31/2016,10:15 AM,0,0,0
1/31/2016,10:30 AM,0,0,0
1/31/2016,10:45 AM,0,0,0
1/31/2016,11:00 AM,0,0,0
1/31/2016,11:15 AM,0,0,0
1/31/2016,11:30 AM,0,0,0
1/31/2016,11:45 AM,0,0,0
1/31/2016,12:00 PM,0,0,0
1/31/2016,12:15 PM,0,0,0
1/31/2016,12:30 PM,0,0,0
1/31/2016,12:45 PM,0,0,0
1/31/2016,1:00 PM,0,0,0
1/31/2016,1:15 PM,0,0,0
1/31/2016,1:30 PM,0,0,0
1/31/2016,1:45 PM,0,0,0
1/31/2016,2:00 PM,0,0,0
1/31/2016,2:15 PM,0,0,0
1/31/2016,2:30 PM,0,0,0
1/31/2016,2:45 PM,0,0,0
1/31/2016,3:00 PM,0,0,0
1/31/2016,3:15 PM,0,0,0
1/31/2016,3:30 PM,0,0,0
1/31/2016,3:45 PM,0,0,0
1/31/2016,4:00 PM,0,0,0
1/31/2016,4:15 PM,0,0,0
1/31/2016,4:30 PM,0,0,0
1/31/2016,4:45 PM,0,0,0
1/31/2016,5:00 PM,0,0,0
1/31/2016,5:15 PM,0,0,0
1/31/2016,5:30 PM,0,0,0
1/31/2016,5:45 PM,0,0,0
1/31/2016,6:00 PM,0,0,0
1/31/2016,6:15 PM,0,0,0
1/31/2016,6:30 PM,0,0,0
1/31/2016,6:45 PM,0,0,0
1/31/2016,7:00 PM,0,0,0
1/31/2016,7:15 PM,0,0,0
1/31/2016,7:30 PM,0,0,0
1/31/2016,7:45 PM,0,0,0
1/31/2016,8:00 PM,0,0,0
1/31/2016,8:15 PM,0,0,0
1/31/2016,8:30 PM,0,0,0
1/31/2016,8:45 PM,0,0,0
1/31/2016,9:00 PM,0,0,0
1/31/2016,9:15 PM,0,0,0
1/31/2016,9:30 PM,0,0,0
1/31/2016,9:45 PM,0,0,0
1/31/2016,10:00 PM,0,0,0
1/31/2016,10:15 PM,0,0,0
1/31/2016,10:30 PM,0,0,0
1/31/2016,10:45 PM,0,0,0
1/31/2016,11:00 PM,0,0,0
1/31/2016,11:15 PM,0,0,0
1/31/2016,11:30 PM,0,0,0
1/31/2016,11:45 PM,0,0,0
2/1/2016,12:00 AM,0,0,0
2/1/2016,12:15 AM,0,0,0
2/1/2016,12:30 AM,0,0,0
2/1/2016,12:45 AM,0,0,0
2/1/2016,1:00 AM,0,0,0
2/1/2016,1:15 AM,0,0,0
2/1/2016,1:30 AM,0,0,0
2/1/2016,1:45 AM,0,0,0
2/1/2016,2:00 AM,0,0,0
2/1/2016,2:15 AM,0,0,0
2/1/2016,2:30 AM,0,0,0
2/1/2016,2:45 AM,0,0,0
2/1/2016,3:00 AM,0,0,0
2/1/2016,3:15 AM,0,0,0
2/1/2016,3:30 AM,0,0,0
2/1/2016,3:45 AM,0,0,0
2/1/2016,4:00 AM,0,0,0
2/1/2016,4:15 AM,0,0,0
2/1/2016,4:30 AM,0,0,0
2/1/2016,4:45 AM,0,0,0
2/1/2016,5:00 AM,0,0,0
2/1/2016,5:15 AM,0,0,0
2/1/2016,5:30 AM,0,0,0
2/1/2016,5:45 AM,0,0,0
2/1/2016,6:00 AM,0,0,0
2/1/2016,6:15 AM,0,0,0
2/1/2016,6:30 AM,0,0,0
2/1/2016,6:45 AM,0,0,0
2/1/2016,7:00 AM,0,0,0
2/1/2016,7:15 AM,0,0,0
2/1/2016,7:30 AM,0,0,0
2/1/2016,7:45 AM,0,0,0
2/1/2016,8:00 AM,0,0,0
2/1/2016,8:15 AM,0,0,0
2/1/2016,8:30 AM,0,0,0
2/1/2016,8:45 AM,0,0,0
2/1/2016,9:00 AM,0,0,0
2/1/2016,9:15 AM,0,0,0
2/1/2016,9:30 AM,0,0,0
2/1/2016,9:45 AM,0,0,0
2/1/2016,10:00 AM,0,0,0
2/1/2016,10:15 AM,0,0,0
2/1/2016,10:30 AM,0,0,0
2/1/2016,10:45 AM,0,0,0
2/1/2016,11:00 AM,0,0,0
2/1/2016,11:15 AM,0,0,0
2/1/2016,11:30 AM,0,0,0
2/1/2016,11:45 AM,0,0,0
2/1/2016,12:00 PM,0,0,0
2/1/2016,12:15 PM,0,0,0
2/1/2016,12:30 PM,0,0,0
2/1/2016,12:45 PM,0,0,0
2/1/2016,1:00 PM,0,0,0
2/1/2016,1:15 PM,0,0,0
2/1/2016,1:30 PM,0,0,0
2/1/2016,1:45 PM,0,0,0
2/1/2016,2:00 PM,0,0,0
2/1/2016,2:15 PM,0,0,0
2/1/2016,2:30 PM,0,0,0
2/1/2016,2:45 PM,0,0,0
2/1/2016,3:00 PM,0,0,0
2/1/2016,3:15 PM,0,0,0
2/1/2016,3:30 PM,0,0,0
2/1/2016,3:45 PM,0,0,0
2/1/2016,4:00 PM,0,0,0
2/1/2016,4:15 PM,0,0,0
2/1/2016,4:30 PM,0,0,0
2/1/2016,4:45 PM,0,0,0
2/1/2016,5:00 PM,0,0,0
2/1/2016,5:15 PM,0,0,0
2/1/2016,5:30 PM,0,0,0
2/1/2016,5:45 PM,0,0,0
2/1/2016,6:00 PM,0,0,0
2/1/2016,6:15 PM,0,0,0
2/1/2016,6:30 PM,0,0,0
2/1/2016,6:45 PM,0,0,0
2/1/2016,7:00 PM,0,0,0
2/1/2016,7:15 PM,0,0,0
2/1/2016,7:30 PM,0,0,0
2/1/2016,7:45 PM,0,0,0
2/1/2016,8:00 PM,0,0,0
2/1/2016,8:15 PM,0,0,0
2/1/2016,8:30 PM,0,0,0
2/1/2016,8:45 PM,0,0,0
2/1/2016,9:00 PM,0,0,0
2/1/2016,9:15 PM,0,0,0
2/1/2016,9:30 PM,0,0,0
2/1/2016,9:45 PM,0,0,0
2/1/2016,10:00 PM,0,0,0
2/1/2016,10:15 PM,0,0,0
2/1/2016,10:30 PM,0,0,0
2/1/2016,10:45 PM,0,0,0
2/1/2016,11:00 PM,0,0,0
2/1/2016,11:15 PM,0,0,0
2/1/2016,11:30 PM,0,0,0
2/1/2016,11:45 PM,0,0,0
2/2/2016,12:00 AM,0,0,0
2/2/2016,12:15 AM,0,0,0
2/2/2016,12:30 AM,0,0,0
2/2/2016,12:45 AM,0,0,0
2/2/2016,1:00 AM,0,0,0
2/2/2016,1:15 AM,0,0,0
2/2/2016,1:30 AM,0,0,0
2/2/2016,1:45 AM,0,0,0
2/2/2016,2:00 AM,0,0,0
2/2/2016,2:15 AM,0,0,0
2/2/2016,2:30 AM,0,0,0
2/2/2016,2:45 AM,0,0,0
2/2/2016,3:00 AM,0,0,0
2/2/2016,3:15 AM,0,0,0
2/2/2016,3:30 AM,0,0,0
2/2/2016,3:45 AM,0,0,0
2/2/2016,4:00 AM,0,0,0
2/2/2016,4:15 AM,0,0,0
2/2/2016,4:30 AM,0,0,0
2/2/2016,4:45 AM,0,0,0
2/2/2016,5:00 AM,0,0,0
2/2/2016,5:15 AM,0,0,0
2/2/2016,5:30 AM,0,0,0
2/2/2016,5:45 AM,0,0,0
2/2/2016,6:00 AM,0,0,0
2/2/2016,6:15 AM,0,0,0
2/2/2016,6:30 AM,2.2,37,0.08661422
2/2/2016,6:45 AM,0.2,2,0.00787402
2/2/2016,7:00 AM,0,0,0
2/2/2016,7:15 AM,0,0,0
2/2/2016,7:30 AM,0,0,0
2/2/2016,7:45 AM,0,0,0
2/2/2016,8:00 AM,0,0,0
2/2/2016,8:15 AM,0,0,0
2/2/2016,8:30 AM,0,0,0
2/2/2016,8:45 AM,0,0,0
2/2/2016,9:00 AM,0,0,0
2/2/2016,9:15 AM,0,0,0
2/2/2016,9:30 AM,0,0,0
2/2/2016,9:45 AM,0,0,0
2/2/2016,10:00 AM,0,0,0
2/2/2016,10:15 AM,0,0,0
2/2/2016,10:30 AM,0,0,0
2/2/2016,10:45 AM,0,0,0
2/2/2016,11:00 AM,0,0,0
2/2/2016,11:15 AM,0,0,0
2/2/2016,11:30 AM,0,0,0
2/2/2016,11:45 AM,0,0,0
2/2/2016,12:00 PM,0,0,0
2/2/2016,12:15 PM,0,0,0
2/2/2016,12:30 PM,0,0,0
2/2/2016,12:45 PM,0,0,0
2/2/2016,1:00 PM,0,0,0
2/2/2016,1:15 PM,0,0,0
2/2/2016,1:30 PM,0,0,0
2/2/2016,1:45 PM,0,0,0
2/2/2016,2:00 PM,0,0,0
2/2/2016,2:15 PM,0,0,0
2/2/2016,2:30 PM,0,0,0
2/2/2016,2:45 PM,0,0,0
2/2/2016,3:00 PM,0,0,0
2/2/2016,3:15 PM,0,0,0
2/2/2016,3:30 PM,0,0,0
2/2/2016,3:45 PM,0,0,0
2/2/2016,4:00 PM,0,0,0
2/2/2016,4:15 PM,0,0,0
2/2/2016,4:30 PM,0,0,0
2/2/2016,4:45 PM,0,0,0
2/2/2016,5:00 PM,0,0,0
2/2/2016,5:15 PM,0,0,0
2/2/2016,5:30 PM,0,0,0
2/2/2016,5:45 PM,0,0,0
2/2/2016,6:00 PM,0,0,0
2/2/2016,6:15 PM,0,0,0
2/2/2016,6:30 PM,0,0,0
2/2/2016,6:45 PM,0,0,0
2/2/2016,7:00 PM,0,0,0
2/2/2016,7:15 PM,0,0,0
2/2/2016,7:30 PM,0,0,0
2/2/2016,7:45 PM,0,0,0
2/2/2016,8:00 PM,0,0,0
2/2/2016,8:15 PM,0,0,0
2/2/2016,8:30 PM,0,0,0
2/2/2016,8:45 PM,0,0,0
2/2/2016,9:00 PM,0,0,0
2/2/2016,9:15 PM,0,0,0
2/2/2016,9:30 PM,0,0,0
2/2/2016,9:45 PM,0,0,0
2/2/2016,10:00 PM,0,0,0
2/2/2016,10:15 PM,0,0,0
2/2/2016,10:30 PM,0,0,0
2/2/2016,10:45 PM,0,0,0
2/2/2016,11:00 PM,0,0,0
2/2/2016,11:15 PM,0,0,0
2/2/2016,11:30 PM,0,0,0
2/2/2016,11:45 PM,0,0,0
2/3/2016,12:00 AM,0,0,0
2/3/2016,12:15 AM,0,0,0
2/3/2016,12:30 AM,0,0,0
2/3/2016,12:45 AM,0,0,0
2/3/2016,1:00 AM,0,0,0
2/3/2016,1:15 AM,0,0,0
2/3/2016,1:30 AM,0,0,0
2/3/2016,1:45 AM,0,0,0
2/3/2016,2:00 AM,0,0,0
2/3/2016,2:15 AM,0,0,0
2/3/2016,2:30 AM,0,0,0
2/3/2016,2:45 AM,0,0,0
2/3/2016,3:00 AM,0,0,0
2/3/2016,3:15 AM,0,0,0
2/3/2016,3:30 AM,0,0,0
2/3/2016,3:45 AM,0,0,0
2/3/2016,4:00 AM,0,0,0
2/3/2016,4:15 AM,0,0,0
2/3/2016,4:30 AM,0,0,0
2/3/2016,4:45 AM,0,0,0
2/3/2016,5:00 AM,0,0,0
2/3/2016,5:15 AM,0,0,0
2/3/2016,5:30 AM,0,0,0
2/3/2016,5:45 AM,0,0,0
2/3/2016,6:00 AM,0,0,0
2/3/2016,6:15 AM,0,0,0
2/3/2016,6:30 AM,0,0,0
2/3/2016,6:45 AM,0,0,0
2/3/2016,7:00 AM,0,0,0
2/3/2016,7:15 AM,0,0,0
2/3/2016,7:30 AM,0,0,0
2/3/2016,7:45 AM,0,0,0
2/3/2016,8:00 AM,0,0,0
2/3/2016,8:15 AM,0,0,0
2/3/2016,8:30 AM,0,0,0
2/3/2016,8:45 AM,0,0,0
2/3/2016,9:00 AM,0,0,0
2/3/2016,9:15 AM,0,0,0
2/3/2016,9:30 AM,0,0,0
2/3/2016,9:45 AM,0,0,0
2/3/2016,10:00 AM,0,0,0
2/3/2016,10:15 AM,0,0,0
2/3/2016,10:30 AM,0,0,0
2/3/2016,10:45 AM,0,0,0
2/3/2016,11:00 AM,0,0,0
2/3/2016,11:15 AM,0,0,0
2/3/2016,11:30 AM,0,0,0
2/3/2016,11:45 AM,0,0,0
2/3/2016,12:00 PM,0,0,0
2/3/2016,12:15 PM,0,0,0
2/3/2016,12:30 PM,0,0,0
2/3/2016,12:45 PM,0,0,0
2/3/2016,1:00 PM,0,0,0
2/3/2016,1:15 PM,0,0,0
2/3/2016,1:30 PM,0,0,0
2/3/2016,1:45 PM,0,0,0
2/3/2016,2:00 PM,0,0,0
2/3/2016,2:15 PM,0,0,0
2/3/2016,2:30 PM,0,0,0
2/3/2016,2:45 PM,0,0,0
2/3/2016,3:00 PM,0,0,0
2/3/2016,3:15 PM,0,0,0
2/3/2016,3:30 PM,0,0,0
2/3/2016,3:45 PM,0,0,0
2/3/2016,4:00 PM,0,0,0
2/3/2016,4:15 PM,0,0,0
2/3/2016,4:30 PM,0,0,0
2/3/2016,4:45 PM,0,0,0
2/3/2016,5:00 PM,0,0,0
2/3/2016,5:15 PM,0,0,0
2/3/2016,5:30 PM,0,0,0
2/3/2016,5:45 PM,0,0,0
2/3/2016,6:00 PM,0,0,0
2/3/2016,6:15 PM,0,0,0
2/3/2016,6:30 PM,0,0,0
2/3/2016,6:45 PM,0,0,0
2/3/2016,7:00 PM,0,0,0
2/3/2016,7:15 PM,0,0,0
2/3/2016,7:30 PM,0,0,0
2/3/2016,7:45 PM,0,0,0
2/3/2016,8:00 PM,0,0,0
2/3/2016,8:15 PM,0,0,0
2/3/2016,8:30 PM,0,0,0
2/3/2016,8:45 PM,0,0,0
2/3/2016,9:00 PM,0,0,0
2/3/2016,9:15 PM,0,0,0
2/3/2016,9:30 PM,0,0,0
2/3/2016,9:45 PM,0,0,0
2/3/2016,10:00 PM,0,0,0
2/3/2016,10:15 PM,0,0,0
2/3/2016,10:30 PM,0,0,0
2/3/2016,10:45 PM,0,0,0
2/3/2016,11:00 PM,0,0,0
2/3/2016,11:15 PM,0,0,0
2/3/2016,11:30 PM,0,0,0
2/3/2016,11:45 PM,0,0,0
2/4/2016,12:00 AM,0,0,0
2/4/2016,12:15 AM,1,58.2,0.0393701
2/4/2016,12:30 AM,0,0,0
